valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain,year
170000.0,31120,Roquettes,Appartement,62.0,3.0,None,0.0,2022
342565.0,31120,Roquettes,Maison,89.0,4.0,sols,412.0,2022
380000.0,31120,Roquettes,Maison,129.0,6.0,sols,897.0,2022
220036.0,31120,Roquettes,Maison,90.0,4.0,None,0.0,2022
60000.0,31440,Burgalays,Maison,110.0,4.0,sols,128.0,2023
1000.0,31580,Saint-Plancard,Maison,35.0,2.0,sols,94.0,2023
4000.0,31580,Saint-Plancard,Maison,40.0,1.0,sols,123.0,2023
1000.0,31580,Saint-Plancard,Maison,40.0,1.0,sols,123.0,2023
192500.0,31580,Saint-Plancard,Maison,103.0,4.0,terres,1392.0,2023
124500.0,31580,Saint-Plancard,Maison,19.0,0.0,prés,499.0,2023
270000.0,31580,Saint-Plancard,Maison,143.0,5.0,terrains d'agrément,729.0,2023
12000.0,31580,Saint-Plancard,Maison,50.0,2.0,sols,542.0,2023
1000.0,31580,Saint-Plancard,Maison,72.0,3.0,None,0.0,2023
43000.0,31580,Saint-Plancard,Maison,40.0,3.0,sols,260.0,2023
20000.0,31260,Mane,Maison,81.0,4.0,sols,280.0,2022
48000.0,31260,Mane,Appartement,47.0,2.0,sols,790.0,2022
68310.0,31260,Mane,Maison,49.0,2.0,sols,207.0,2022
125000.0,31260,Mane,Maison,160.0,3.0,sols,555.0,2022
55000.0,31260,Mane,Maison,84.0,3.0,sols,99.0,2022
180000.0,31260,Mane,Maison,156.0,4.0,sols,407.0,2022
180000.0,31260,Mane,Maison,114.0,6.0,sols,500.0,2022
130000.0,31260,Mane,Maison,145.0,4.0,terrains d'agrément,2132.0,2022
118000.0,31260,Mane,Maison,35.0,2.0,sols,525.0,2022
70000.0,31260,Mane,Maison,80.0,3.0,sols,122.0,2022
380000.0,31260,Mane,Maison,297.0,7.0,sols,766.0,2022
35000.0,31260,Mane,Maison,60.0,3.0,sols,54.0,2022
308000.0,31260,Mane,Maison,161.0,4.0,sols,600.0,2022
150000.0,31510,Luscan,Maison,196.0,8.0,sols,263.0,2023
294330.0,31370,Montgras,Maison,106.0,3.0,sols,1000.0,2022
335640.0,31370,Montgras,Maison,130.0,5.0,sols,1000.0,2022
180000.0,31370,Montgras,Maison,100.0,4.0,sols,1638.0,2022
280060.0,31510,Antichan-de-Frontignes,Maison,122.0,5.0,sols,1200.0,2022
268450.0,31310,Gensac-sur-Garonne,Maison,152.0,5.0,sols,706.0,2022
294000.0,31310,Gensac-sur-Garonne,Maison,88.0,4.0,sols,1577.0,2022
212000.0,31310,Gensac-sur-Garonne,Maison,61.0,4.0,None,0.0,2022
166650.0,31310,Gensac-sur-Garonne,Maison,83.0,4.0,sols,776.0,2022
215000.0,31310,Gensac-sur-Garonne,Maison,93.0,5.0,sols,1579.0,2022
159000.0,31310,Gensac-sur-Garonne,Maison,166.0,6.0,sols,155.0,2022
240000.0,31310,Gensac-sur-Garonne,Maison,101.0,4.0,jardins,1812.0,2022
393128.0,31530,Thil,Maison,128.0,4.0,sols,355.0,2022
335200.0,31530,Thil,Maison,115.0,3.0,sols,2833.0,2022
230300.0,31530,Thil,Maison,115.0,3.0,sols,420.0,2022
195000.0,31530,Thil,Maison,128.0,5.0,sols,85.0,2022
245000.0,31530,Thil,Maison,85.0,3.0,sols,1724.0,2022
325950.0,31530,Thil,Maison,129.0,3.0,sols,1000.0,2022
380000.0,31530,Thil,Maison,209.0,7.0,sols,856.0,2022
163515.0,31530,Thil,Maison,49.0,3.0,sols,77.0,2022
317000.0,31530,Thil,Maison,100.0,4.0,sols,1000.0,2022
95000.0,31530,Thil,Maison,77.0,4.0,sols,75.0,2022
163000.0,31530,Thil,Maison,82.0,4.0,None,0.0,2022
515000.0,31530,Thil,Maison,447.0,11.0,sols,1000.0,2022
174401.0,31530,Thil,Maison,60.0,3.0,sols,333.0,2022
110000.0,31530,Thil,Appartement,60.0,3.0,None,0.0,2022
287040.0,31530,Thil,Maison,146.0,5.0,sols,1000.0,2022
125000.0,31530,Thil,Appartement,62.0,3.0,None,0.0,2022
68000.0,31530,Thil,Appartement,36.0,1.0,None,0.0,2022
200000.0,31530,Thil,Maison,100.0,4.0,sols,823.0,2022
70000.0,31530,Thil,Appartement,46.0,2.0,None,0.0,2022
90000.0,31530,Thil,Appartement,61.0,3.0,None,0.0,2022
361900.0,31530,Thil,Maison,110.0,5.0,sols,1500.0,2022
147000.0,31530,Thil,Maison,78.0,3.0,sols,322.0,2022
292150.0,31530,Thil,Maison,114.0,4.0,sols,205.0,2022
77000.0,31530,Thil,Appartement,45.0,2.0,None,0.0,2022
620000.0,31530,Thil,Appartement,45.0,2.0,sols,5648.0,2022
273000.0,31530,Thil,Maison,107.0,6.0,sols,1055.0,2022
130000.0,31350,Montmaurin,Maison,162.0,5.0,sols,240.0,2022
170000.0,31350,Montmaurin,Maison,150.0,4.0,sols,2655.0,2022
55000.0,31350,Montmaurin,Maison,120.0,3.0,sols,860.0,2022
62000.0,31350,Montmaurin,Maison,16.0,0.0,jardins,1130.0,2022
152000.0,31350,Montmaurin,Maison,120.0,3.0,sols,2540.0,2022
577140.0,31570,Vallesvilles,Maison,138.0,6.0,terrains d'agrément,5810.0,2023
500000.0,31570,Vallesvilles,Maison,117.0,4.0,sols,1201.0,2023
1685000.0,31570,Vallesvilles,Maison,70.0,3.0,sols,8805.0,2023
364500.0,31570,Vallesvilles,Maison,90.0,4.0,sols,1092.0,2023
479296.0,31570,Vallesvilles,Maison,142.0,5.0,sols,1000.0,2023
250063.0,31450,Baziège,Maison,82.0,4.0,sols,360.0,2023
107000.0,31450,Baziège,Maison,60.0,2.0,sols,120.0,2023
260000.0,31450,Baziège,Maison,90.0,4.0,sols,512.0,2023
335000.0,31450,Baziège,Maison,126.0,5.0,sols,875.0,2023
80184.0,31450,Baziège,Maison,83.0,4.0,None,0.0,2023
503350.0,31450,Baziège,Maison,160.0,5.0,sols,8.0,2023
378500.0,31450,Baziège,Maison,105.0,5.0,sols,607.0,2023
188000.0,31450,Baziège,Maison,55.0,3.0,sols,36.0,2023
295000.0,31450,Baziège,Maison,85.0,3.0,sols,741.0,2023
1.0,31450,Baziège,Appartement,85.0,1.0,None,0.0,2023
45000.0,31450,Baziège,Appartement,85.0,1.0,None,0.0,2023
287500.0,31450,Baziège,Maison,82.0,4.0,sols,533.0,2023
188948.7,31450,Baziège,Maison,86.0,4.0,sols,203.0,2023
250500.0,31450,Baziège,Maison,70.0,3.0,sols,364.0,2023
250000.0,31450,Baziège,Maison,105.0,5.0,sols,1388.0,2023
285000.0,31450,Baziège,Appartement,66.0,3.0,None,0.0,2023
110000.0,31450,Baziège,Appartement,51.0,2.0,None,0.0,2023
190000.0,31450,Baziège,Maison,83.0,4.0,None,0.0,2023
325190.0,31450,Baziège,Maison,89.0,4.0,sols,670.0,2023
270000.0,31450,Baziège,Maison,93.0,5.0,sols,197.0,2023
212500.0,31450,Baziège,Maison,80.0,5.0,sols,364.0,2023
384000.0,31450,Baziège,Maison,125.0,4.0,sols,1000.0,2023
164000.0,31450,Baziège,Appartement,80.0,3.0,None,0.0,2023
307500.0,31450,Baziège,Maison,83.0,4.0,sols,108.0,2023
419060.0,31450,Baziège,Maison,82.0,4.0,terres,738.0,2023
245000.0,31450,Baziège,Maison,84.0,4.0,sols,80.0,2023
190050.0,31450,Baziège,Maison,132.0,3.0,sols,275.0,2023
199500.0,31450,Baziège,Maison,85.0,4.0,sols,70.0,2023
204700.0,31450,Baziège,Maison,91.0,4.0,None,0.0,2023
319500.0,31450,Baziège,Maison,154.0,5.0,sols,313.0,2023
339345.0,31450,Baziège,Maison,118.0,5.0,sols,600.0,2023
214555.0,31450,Baziège,Maison,70.0,4.0,sols,987.0,2023
187560.48,31450,Baziège,Maison,85.0,4.0,sols,203.0,2023
181900.0,31450,Baziège,Maison,60.0,3.0,sols,93.0,2023
240050.0,31450,Baziège,Maison,86.0,4.0,sols,249.0,2023
245000.0,31450,Baziège,Maison,101.0,3.0,sols,694.0,2023
239500.0,31450,Baziège,Maison,110.0,5.0,sols,273.0,2023
395000.0,31450,Baziège,Maison,120.0,5.0,sols,322.0,2023
425600.0,31450,Baziège,Maison,164.0,5.0,sols,700.0,2023
400000.0,31450,Baziège,Maison,204.0,7.0,terres,3433.0,2023
90000.0,31560,Monestrol,Maison,65.0,2.0,terrains d'agrément,4394.0,2022
275000.0,31370,Savères,Maison,94.0,5.0,sols,1000.0,2023
310975.0,31370,Savères,Maison,158.0,4.0,sols,1729.0,2023
627200.0,31370,Savères,Maison,160.0,6.0,sols,3285.0,2023
251000.0,31600,Muret,Appartement,84.0,4.0,None,0.0,2023
308250.0,31600,Muret,Maison,120.0,6.0,sols,575.0,2023
362000.0,31600,Muret,Maison,120.0,4.0,terrains d'agrément,200.0,2023
100000.0,31600,Muret,Maison,61.0,3.0,None,0.0,2023
100550.0,31600,Muret,Appartement,62.0,3.0,None,0.0,2023
172500.0,31600,Muret,Appartement,67.0,3.0,None,0.0,2023
568192.0,31600,Muret,Maison,200.0,7.0,terrains d'agrément,1186.0,2023
107693.0,31600,Muret,Appartement,58.0,3.0,None,0.0,2023
108170.0,31600,Muret,Appartement,47.0,2.0,None,0.0,2023
240570.0,31600,Muret,Maison,119.0,5.0,sols,104.0,2023
179050.0,31600,Muret,Appartement,87.0,4.0,None,0.0,2023
66000.0,31600,Muret,Appartement,47.0,2.0,None,0.0,2023
117000.0,31600,Muret,Appartement,42.0,2.0,None,0.0,2023
125000.0,31600,Muret,Maison,29.0,1.0,sols,54.0,2023
100000.0,31600,Muret,Appartement,65.0,4.0,None,0.0,2023
432000.0,31600,Muret,Maison,139.0,4.0,sols,570.0,2023
186000.0,31600,Muret,Appartement,58.0,4.0,sols,460.0,2023
237720.0,31600,Muret,Maison,128.0,5.0,sols,592.0,2023
245000.0,31600,Muret,Maison,102.0,5.0,sols,621.0,2023
114000.0,31600,Muret,Appartement,57.0,3.0,None,0.0,2023
244700.0,31600,Muret,Maison,82.0,4.0,sols,283.0,2023
300000.0,31600,Muret,Maison,100.0,5.0,sols,110.0,2023
181000.0,31600,Muret,Appartement,72.0,3.0,None,0.0,2023
77200.0,31600,Muret,Appartement,77.0,4.0,None,0.0,2023
66000.0,31600,Muret,Appartement,47.0,2.0,None,0.0,2023
217500.0,31600,Muret,Maison,83.0,5.0,sols,550.0,2023
245000.0,31600,Muret,Maison,90.0,1.0,sols,704.0,2023
772002.0,31600,Muret,Maison,220.0,6.0,terrains d'agrément,1104.0,2023
206500.0,31600,Muret,Maison,69.0,4.0,sols,67.0,2023
347300.0,31600,Muret,Maison,144.0,5.0,sols,438.0,2023
365500.0,31600,Muret,Appartement,100.0,5.0,None,0.0,2023
489500.0,31600,Muret,Maison,187.0,6.0,terres,1350.0,2023
112500.0,31600,Muret,Appartement,55.0,3.0,None,0.0,2023
153000.0,31600,Muret,Appartement,64.0,3.0,None,0.0,2023
835000.0,31600,Muret,Maison,134.0,6.0,terrains a bâtir,1160.0,2023
235500.0,31600,Muret,Maison,73.0,3.0,sols,500.0,2023
70000.0,31600,Muret,Appartement,92.0,5.0,None,0.0,2023
80000.0,31600,Muret,Appartement,52.0,2.0,None,0.0,2023
186180.0,31600,Muret,Maison,65.0,3.0,sols,225.0,2023
75900.0,31600,Muret,Appartement,40.0,2.0,None,0.0,2023
124350.0,31600,Muret,Appartement,69.0,3.0,None,0.0,2023
281650.0,31600,Muret,Appartement,109.0,5.0,None,0.0,2023
164000.0,31600,Muret,Maison,191.0,5.0,sols,1000.0,2023
164000.0,31600,Muret,Appartement,64.0,3.0,None,0.0,2023
179000.0,31600,Muret,Appartement,64.0,3.0,None,0.0,2023
208000.0,31600,Muret,Maison,112.0,3.0,sols,148.0,2023
64000.0,31600,Muret,Appartement,28.0,1.0,None,0.0,2023
240000.0,31600,Muret,Maison,72.0,5.0,sols,677.0,2023
125000.0,31600,Muret,Appartement,67.0,3.0,None,0.0,2023
70000.0,31600,Muret,Appartement,77.0,4.0,None,0.0,2023
129720.0,31600,Muret,Appartement,63.0,3.0,None,0.0,2023
177100.0,31600,Muret,Appartement,83.0,4.0,None,0.0,2023
112000.0,31600,Muret,Appartement,75.0,4.0,None,0.0,2023
79000.0,31600,Muret,Appartement,40.0,2.0,None,0.0,2023
262000.0,31600,Muret,Maison,82.0,4.0,sols,390.0,2023
6500.0,31600,Muret,Appartement,119.0,4.0,None,0.0,2023
130000.0,31600,Muret,Appartement,66.0,3.0,None,0.0,2023
315000.0,31600,Muret,Maison,120.0,3.0,sols,352.0,2023
121000.0,31600,Muret,Appartement,44.0,2.0,None,0.0,2023
108500.0,31600,Muret,Appartement,43.0,2.0,None,0.0,2023
85000.0,31600,Muret,Appartement,90.0,5.0,None,0.0,2023
95000.0,31600,Muret,Appartement,42.0,2.0,None,0.0,2023
130000.0,31600,Muret,Appartement,63.0,3.0,None,0.0,2023
99000.0,31600,Muret,Appartement,52.0,3.0,None,0.0,2023
204000.0,31600,Muret,Maison,97.0,5.0,sols,196.0,2023
200000.0,31600,Muret,Maison,80.0,4.0,sols,595.0,2023
115000.0,31600,Muret,Appartement,61.0,3.0,None,0.0,2023
88000.0,31600,Muret,Appartement,47.0,2.0,None,0.0,2023
98600.0,31600,Muret,Maison,34.0,2.0,sols,115.0,2023
110000.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
456040.0,31600,Muret,Maison,124.0,4.0,jardins,1000.0,2023
150500.0,31600,Muret,Appartement,70.0,3.0,None,0.0,2023
180000.0,31600,Muret,Appartement,21.0,1.0,sols,117.0,2023
102495.0,31600,Muret,Appartement,43.0,2.0,None,0.0,2023
276000.0,31600,Muret,Appartement,22.0,1.0,sols,230.0,2023
445900.0,31600,Muret,Maison,120.0,4.0,sols,700.0,2023
1000000.0,31600,Muret,Appartement,57.0,3.0,sols,80.0,2023
99000.0,31600,Muret,Appartement,88.0,4.0,None,0.0,2023
85000.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
311500.0,31600,Muret,Maison,105.0,4.0,sols,814.0,2023
210000.0,31600,Muret,Maison,78.0,4.0,sols,243.0,2023
400000.0,31600,Muret,Maison,167.0,5.0,sols,1500.0,2023
94000.0,31600,Muret,Appartement,41.0,2.0,None,0.0,2023
213000.0,31600,Muret,Maison,93.0,5.0,sols,462.0,2023
295400.0,31600,Muret,Maison,105.0,3.0,sols,893.0,2023
261000.0,31600,Muret,Maison,90.0,3.0,sols,166.0,2023
124100.0,31600,Muret,Appartement,43.0,2.0,None,0.0,2023
220000.0,31600,Muret,Maison,80.0,3.0,sols,369.0,2023
108000.0,31600,Muret,Appartement,43.0,2.0,None,0.0,2023
551000.0,31600,Muret,Maison,213.0,5.0,sols,1000.0,2023
88000.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
125000.0,31600,Muret,Appartement,53.0,3.0,None,0.0,2023
94500.0,31600,Muret,Appartement,43.0,2.0,None,0.0,2023
170000.0,31600,Muret,Appartement,73.0,3.0,None,0.0,2023
186000.0,31600,Muret,Maison,87.0,4.0,sols,123.0,2023
155000.0,31600,Muret,Appartement,64.0,3.0,None,0.0,2023
315000.0,31600,Muret,Maison,96.0,4.0,sols,573.0,2023
195000.0,31600,Muret,Maison,33.0,3.0,sols,1037.0,2023
135000.0,31600,Muret,Appartement,62.0,3.0,None,0.0,2023
211276.0,31600,Muret,Maison,67.0,3.0,None,0.0,2023
112000.0,31600,Muret,Appartement,41.0,2.0,None,0.0,2023
273675.0,31600,Muret,Maison,132.0,4.0,sols,75.0,2023
139600.0,31600,Muret,Appartement,67.0,3.0,None,0.0,2023
320000.0,31600,Muret,Maison,107.0,5.0,sols,623.0,2023
139000.0,31600,Muret,Appartement,62.0,3.0,None,0.0,2023
307720.0,31600,Muret,Maison,124.0,5.0,sols,630.0,2023
309053.0,31600,Muret,Maison,123.0,4.0,sols,513.0,2023
356000.0,31600,Muret,Maison,123.0,5.0,sols,549.0,2023
64500.0,31600,Muret,Appartement,27.0,1.0,None,0.0,2023
177000.0,31600,Muret,Maison,102.0,5.0,sols,585.0,2023
73600.0,31600,Muret,Appartement,37.0,2.0,None,0.0,2023
326392.5,31600,Muret,Maison,99.0,4.0,sols,1500.0,2023
349050.0,31600,Muret,Maison,125.0,5.0,sols,712.0,2023
235000.0,31600,Muret,Maison,89.0,4.0,sols,212.0,2023
44444.0,31600,Muret,Appartement,71.0,4.0,None,0.0,2023
120000.0,31600,Muret,Appartement,67.0,3.0,None,0.0,2023
295800.0,31600,Muret,Maison,112.0,5.0,terrains d'agrément,557.0,2023
137000.0,31600,Muret,Maison,80.0,3.0,sols,150.0,2023
5000.0,31600,Muret,Appartement,72.0,3.0,None,0.0,2023
200000.0,31600,Muret,Maison,83.0,4.0,None,0.0,2023
33500.0,31600,Muret,Appartement,35.0,2.0,None,0.0,2023
233570.0,31600,Muret,Appartement,94.0,4.0,None,0.0,2023
302000.0,31600,Muret,Maison,105.0,4.0,sols,619.0,2023
306000.0,31600,Muret,Maison,112.0,5.0,sols,664.0,2023
88000.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
69000.0,31600,Muret,Appartement,29.0,1.0,None,0.0,2023
130000.0,31600,Muret,Appartement,61.0,3.0,None,0.0,2023
321000.0,31600,Muret,Maison,144.0,8.0,sols,698.0,2023
299173.0,31600,Muret,Maison,90.0,4.0,sols,612.0,2023
210000.0,31600,Muret,Maison,83.0,4.0,sols,182.0,2023
113000.0,31600,Muret,Appartement,57.0,3.0,None,0.0,2023
170000.0,31600,Muret,Appartement,55.0,3.0,sols,403.0,2023
109000.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
332380.0,31600,Muret,Maison,116.0,6.0,sols,831.0,2023
115000.0,31600,Muret,Appartement,62.0,3.0,None,0.0,2023
124000.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
205000.0,31600,Muret,Maison,83.0,4.0,None,0.0,2023
122000.0,31600,Muret,Appartement,43.0,2.0,None,0.0,2023
115000.0,31600,Muret,Appartement,60.0,3.0,None,0.0,2023
119500.0,31600,Muret,Appartement,57.0,3.0,None,0.0,2023
87200.0,31600,Muret,Appartement,36.0,2.0,None,0.0,2023
100000.0,31600,Muret,Appartement,44.0,2.0,None,0.0,2023
91000.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
109900.0,31600,Muret,Appartement,42.0,2.0,None,0.0,2023
80000.0,31600,Muret,Appartement,62.0,3.0,None,0.0,2023
135000.0,31600,Muret,Appartement,63.0,3.0,None,0.0,2023
310000.0,31600,Muret,Maison,164.0,8.0,sols,507.0,2023
100000.0,31600,Muret,Appartement,46.0,2.0,None,0.0,2023
111382.0,31600,Muret,Appartement,52.0,3.0,None,0.0,2023
96500.0,31600,Muret,Appartement,35.0,2.0,None,0.0,2023
86500.0,31600,Muret,Appartement,42.0,2.0,None,0.0,2023
227230.0,31600,Muret,Maison,80.0,4.0,sols,256.0,2023
220130.0,31600,Muret,Maison,84.0,4.0,None,0.0,2023
208000.0,31600,Muret,Appartement,30.0,1.0,None,0.0,2023
139900.0,31600,Muret,Appartement,63.0,3.0,None,0.0,2023
121150.0,31600,Muret,Appartement,57.0,3.0,None,0.0,2023
408670.0,31600,Muret,Maison,133.0,5.0,sols,1387.0,2023
281100.0,31600,Muret,Maison,113.0,3.0,sols,161.0,2023
190000.0,31600,Muret,Maison,73.0,5.0,sols,538.0,2023
140000.0,31600,Muret,Appartement,55.0,3.0,None,0.0,2023
248590.0,31600,Muret,Maison,89.0,4.0,sols,322.0,2023
247339.0,31600,Muret,Maison,78.0,3.0,sols,1096.0,2023
104000.0,31600,Muret,Appartement,90.0,5.0,None,0.0,2023
148100.0,31600,Muret,Appartement,69.0,4.0,None,0.0,2023
90000.0,31600,Muret,Maison,112.0,2.0,sols,718.0,2023
107000.0,31600,Muret,Appartement,44.0,2.0,None,0.0,2023
145000.0,31600,Muret,Appartement,63.0,3.0,None,0.0,2023
210000.0,31600,Muret,Maison,88.0,4.0,None,0.0,2023
140000.0,31600,Muret,Appartement,61.0,3.0,None,0.0,2023
250000.0,31600,Muret,Maison,128.0,4.0,sols,272.0,2023
110000.0,31600,Muret,Appartement,52.0,3.0,None,0.0,2023
320000.0,31600,Muret,Maison,101.0,4.0,sols,682.0,2023
102000.0,31600,Muret,Appartement,65.0,3.0,None,0.0,2023
324500.0,31600,Muret,Maison,91.0,4.0,sols,682.0,2023
93500.0,31600,Muret,Appartement,36.0,2.0,None,0.0,2023
332000.0,31600,Muret,Maison,149.0,4.0,None,0.0,2023
170000.0,31600,Muret,Appartement,35.0,2.0,None,0.0,2023
107000.0,31600,Muret,Appartement,47.0,2.0,None,0.0,2023
437500.0,31600,Muret,Maison,116.0,5.0,sols,3.0,2023
331810.0,31600,Muret,Maison,98.0,4.0,sols,812.0,2023
66000.0,31600,Muret,Appartement,47.0,2.0,None,0.0,2023
108800.0,31600,Muret,Appartement,62.0,2.0,None,0.0,2023
190390.0,31600,Muret,Maison,99.0,4.0,prés,898.0,2023
203000.0,31600,Muret,Maison,86.0,4.0,sols,445.0,2023
70000.0,31600,Muret,Appartement,77.0,4.0,None,0.0,2023
100000.0,31600,Muret,Appartement,40.0,2.0,None,0.0,2023
150000.0,31600,Muret,Maison,125.0,5.0,sols,678.0,2023
116000.0,31600,Muret,Maison,60.0,3.0,None,0.0,2023
197800.0,31600,Muret,Maison,87.0,4.0,sols,343.0,2023
115000.0,31600,Muret,Maison,80.0,4.0,sols,557.0,2023
509100.0,31600,Muret,Maison,174.0,6.0,sols,1000.0,2023
118000.0,31600,Muret,Appartement,44.0,2.0,None,0.0,2023
160000.0,31600,Muret,Maison,133.0,2.0,sols,466.0,2023
80000.0,31600,Muret,Appartement,40.0,2.0,None,0.0,2023
146400.0,31600,Muret,Appartement,68.0,3.0,None,0.0,2023
240250.0,31600,Muret,Maison,60.0,4.0,sols,994.0,2023
86770.0,31600,Muret,Appartement,45.0,2.0,None,0.0,2023
198400.0,31600,Muret,Maison,69.0,3.0,sols,144.0,2023
255000.0,31600,Muret,Maison,102.0,5.0,sols,655.0,2023
150000.0,31600,Muret,Appartement,78.0,4.0,None,0.0,2023
187500.0,31600,Muret,Appartement,96.0,4.0,None,0.0,2023
62411.0,31600,Muret,Appartement,71.0,4.0,None,0.0,2023
95000.0,31600,Muret,Appartement,41.0,2.0,None,0.0,2023
110000.0,31600,Muret,Appartement,50.0,3.0,None,0.0,2023
122000.0,31600,Muret,Appartement,68.0,3.0,None,0.0,2023
43597.04,31600,Muret,Appartement,31.0,1.0,None,0.0,2023
88500.0,31600,Muret,Appartement,42.0,2.0,None,0.0,2023
84460.0,31600,Muret,Appartement,36.0,2.0,None,0.0,2023
137000.0,31600,Muret,Appartement,91.0,4.0,None,0.0,2023
140000.0,31600,Muret,Maison,123.0,5.0,sols,498.0,2023
168000.0,31600,Muret,Maison,102.0,5.0,sols,618.0,2023
108650.0,31600,Muret,Appartement,40.0,2.0,None,0.0,2023
313000.0,31600,Muret,Maison,101.0,5.0,sols,283.0,2023
224000.0,31600,Muret,Maison,80.0,4.0,sols,764.0,2023
47000.0,31600,Muret,Appartement,23.0,1.0,None,0.0,2023
215000.0,31600,Muret,Maison,170.0,5.0,terres,1145.0,2023
91200.0,31600,Muret,Appartement,77.0,4.0,None,0.0,2023
256300.0,31600,Muret,Maison,95.0,5.0,sols,493.0,2023
240000.0,31600,Muret,Maison,67.0,4.0,sols,801.0,2023
125000.0,31600,Muret,Appartement,52.0,3.0,None,0.0,2023
55000.0,31600,Muret,Appartement,53.0,3.0,None,0.0,2023
199000.0,31600,Muret,Maison,85.0,4.0,sols,382.0,2023
258000.0,31600,Muret,Maison,88.0,4.0,sols,553.0,2023
432830.0,31600,Muret,Maison,125.0,4.0,sols,1159.0,2023
405000.0,31600,Muret,Maison,129.0,7.0,landes,61.0,2023
83000.0,31600,Muret,Appartement,45.0,3.0,None,0.0,2023
65150.0,31600,Muret,Appartement,28.0,1.0,None,0.0,2023
73000.0,31600,Muret,Appartement,26.0,1.0,None,0.0,2023
158000.0,31600,Muret,Appartement,84.0,4.0,None,0.0,2023
529275.0,31600,Muret,Maison,131.0,4.0,sols,800.0,2023
312950.0,31600,Muret,Maison,119.0,5.0,sols,712.0,2023
88780.0,31600,Muret,Appartement,41.0,2.0,None,0.0,2023
103000.0,31600,Muret,Appartement,44.0,2.0,None,0.0,2023
232500.0,31600,Muret,Maison,105.0,5.0,sols,274.0,2023
112800.0,31600,Muret,Appartement,60.0,3.0,None,0.0,2023
465000.0,31600,Muret,Maison,148.0,5.0,sols,1122.0,2023
309652.0,31600,Muret,Maison,100.0,4.0,sols,708.0,2023
77000.0,31600,Muret,Appartement,39.0,2.0,None,0.0,2023
395750.0,31600,Muret,Maison,145.0,3.0,sols,1000.0,2023
138000.0,31600,Muret,Appartement,61.0,3.0,None,0.0,2023
133800.0,31600,Muret,Appartement,61.0,3.0,None,0.0,2023
58000.0,31600,Muret,Appartement,23.0,1.0,None,0.0,2023
100000.0,31600,Muret,Appartement,43.0,2.0,None,0.0,2023
312000.0,31600,Muret,Maison,96.0,4.0,sols,1208.0,2023
221000.0,31600,Muret,Maison,79.0,3.0,sols,254.0,2023
132093.0,31600,Muret,Appartement,55.0,3.0,None,0.0,2023
70000.0,31600,Muret,Appartement,28.0,1.0,None,0.0,2023
118000.0,31600,Muret,Appartement,55.0,3.0,None,0.0,2023
99000.0,31600,Muret,Appartement,88.0,4.0,None,0.0,2023
135000.0,31600,Muret,Appartement,64.0,3.0,None,0.0,2023
32000.0,31600,Muret,Appartement,53.0,3.0,None,0.0,2023
117500.0,31600,Muret,Appartement,61.0,3.0,None,0.0,2023
114750.0,31600,Muret,Appartement,75.0,4.0,None,0.0,2023
120000.0,31600,Muret,Appartement,64.0,4.0,None,0.0,2023
69000.0,31600,Muret,Appartement,31.0,2.0,None,0.0,2023
100000.0,31600,Muret,Appartement,68.0,3.0,None,0.0,2023
240000.0,31600,Muret,Maison,83.0,4.0,sols,532.0,2023
327000.0,31600,Muret,Maison,70.0,1.0,sols,1508.0,2023
265000.0,31600,Muret,Maison,92.0,3.0,sols,1388.0,2023
117100.0,31600,Muret,Appartement,50.0,2.0,None,0.0,2023
125000.0,31600,Muret,Appartement,41.0,2.0,None,0.0,2023
115000.0,31600,Muret,Appartement,43.0,1.0,None,0.0,2023
99850.0,31600,Muret,Appartement,42.0,2.0,None,0.0,2023
150000.0,31600,Muret,Appartement,62.0,3.0,None,0.0,2023
239000.0,31600,Muret,Maison,70.0,4.0,sols,525.0,2023
435000.0,31600,Muret,Maison,140.0,5.0,sols,43.0,2023
308050.0,31600,Muret,Maison,89.0,4.0,terres,1756.0,2023
216132.5,31600,Muret,Appartement,77.0,4.0,None,0.0,2023
71000.0,31600,Muret,Appartement,36.0,2.0,None,0.0,2023
294050.0,31600,Muret,Maison,108.0,5.0,sols,626.0,2023
340000.0,31600,Muret,Maison,147.0,6.0,sols,1320.0,2023
258541.0,31600,Muret,Maison,68.0,4.0,sols,525.0,2023
244400.0,31600,Muret,Maison,71.0,4.0,sols,655.0,2023
200000.0,31600,Muret,Maison,89.0,4.0,sols,373.0,2023
230000.0,31600,Muret,Maison,94.0,4.0,None,0.0,2023
101100.0,31600,Muret,Appartement,48.0,2.0,None,0.0,2023
47000.0,31600,Muret,Maison,120.0,4.0,sols,1135.0,2023
346500.0,31600,Muret,Maison,190.0,4.0,sols,790.0,2023
120000.0,31600,Muret,Appartement,58.0,3.0,None,0.0,2023
169950.0,31600,Muret,Appartement,55.0,3.0,None,0.0,2023
144000.0,31600,Muret,Appartement,62.0,3.0,None,0.0,2023
